2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell service call window 1 i32 8888 
2013-3-1 18:01:05: Result: Parcel(00000000 00000000   '........')
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:4408  tcp:8888 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:2408  tcp:1324 
2013-3-1 18:01:05: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell am broadcast -a AgentServiceStart --ei port 1324 --ei width 960 --ei height 540 --ei delay 0 --ei bpp 2 
2013-3-1 18:01:06: Broadcasting: Intent { act=AgentServiceStart (has extras) }
2013-3-1 18:01:06: Broadcast completed: result=0
2013-3-1 18:01:06: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>pause
2013-3-1 18:01:06: Press any key to continue . . . 
2013-3-1 18:01:13: compile successfully, ready to run:
2013-3-1 18:01:13: ||| MESSAGE ||| BaseMo phone connecting.......
2013-3-1 18:11:43: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:11:43: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:11:45: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:11:46: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:11:48: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:11:57: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:11:57: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:12:02: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:12:04: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:12:08: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:12:09: ||| MESSAGE ||| ==== Count ==>20
2013-3-1 18:12:09: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:12:10: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:12:12: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:12:13: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:12:14: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:12:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:12:16: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:12:18: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:12:20: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:12:26: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:12:26: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:12:31: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:12:33: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:12:37: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:12:37: ||| MESSAGE ||| ==== Count ==>21
2013-3-1 18:12:37: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:12:38: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:12:40: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:12:41: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:12:42: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:12:43: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:12:45: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:12:45: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:12:47: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:12:57: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:12:57: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:13:02: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:13:04: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:13:08: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:13:08: ||| MESSAGE ||| ==== Count ==>22
2013-3-1 18:13:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:13:09: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:13:11: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:13:12: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:13:13: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:13:14: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:13:16: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:13:17: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:13:19: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:13:28: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:13:28: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:13:33: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:13:35: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:13:39: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:13:39: ||| MESSAGE ||| ==== Count ==>23
2013-3-1 18:13:39: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:13:40: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:13:43: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:13:44: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:13:45: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:13:46: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:13:48: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:13:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:13:50: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:13:59: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:13:59: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:14:04: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:14:07: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:14:11: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:14:11: ||| MESSAGE ||| ==== Count ==>24
2013-3-1 18:14:11: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:12: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:14:14: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:14:15: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:16: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:14:17: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:14:19: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:14:19: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:14:21: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:14:31: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:14:31: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:14:36: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:14:38: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:14:42: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:14:42: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 18:14:44: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:45: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:14:46: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:47: ||| MESSAGE ||| navigate_to(Setting,Android);
2013-3-1 18:14:49: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:50: ||| MESSAGE ||| Tap_AndroidStr(networks);
2013-3-1 18:14:52: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:53: ||| MESSAGE ||| Tap_AndroidStr(Mode);
2013-3-1 18:14:55: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:56: ||| MESSAGE ||| Tap(215,475);
2013-3-1 18:14:56: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:14:57: ||| MESSAGE ||| CampToNetwork: LTE
2013-3-1 18:14:57: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 18:14:59: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:15:00: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:15:01: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:15:01: ||| MESSAGE ||| navigate_to(Contacts,Android);
2013-3-1 18:15:04: ||| MESSAGE ||| wait_for_androidtext(Contacts,5);
2013-3-1 18:15:06: ||| MESSAGE ||| Tap_AndroidStr(Contacts);
2013-3-1 18:15:08: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:15:10: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:15:11: ||| MESSAGE ||| ==== Count ==>25
2013-3-1 18:15:11: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:15:12: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:15:14: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:15:15: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:15:16: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:15:17: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:15:19: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:15:19: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:15:21: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:15:31: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:15:31: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:15:36: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:15:38: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:15:42: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:15:43: ||| MESSAGE ||| ==== Count ==>26
2013-3-1 18:15:43: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:15:44: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:15:46: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:15:47: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:15:48: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:15:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:15:50: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:15:51: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:15:53: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:16:03: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:16:03: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:16:08: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:16:10: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:16:14: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:16:14: ||| MESSAGE ||| ==== Count ==>27
2013-3-1 18:16:14: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:16:15: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:16:17: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:16:18: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:16:19: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:16:20: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:16:22: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:16:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:16:24: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:16:37: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:16:37: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:16:42: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:16:44: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:16:48: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:16:49: ||| MESSAGE ||| ==== Count ==>28
2013-3-1 18:16:49: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:16:50: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:16:52: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:16:53: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:16:54: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:16:54: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:16:56: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:16:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:16:59: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:17:11: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:17:11: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:17:16: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:17:19: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:17:23: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:17:23: ||| MESSAGE ||| ==== Count ==>29
2013-3-1 18:17:23: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:17:24: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:17:26: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:17:27: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:17:28: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:17:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:17:31: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:17:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:17:33: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:17:43: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:17:43: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:17:48: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:17:50: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:17:54: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:17:55: ||| MESSAGE ||| ==== Count ==>30
2013-3-1 18:17:55: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:17:56: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:17:58: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:17:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:18:00: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:18:00: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:18:02: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:18:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:18:05: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:18:27: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:18:28: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:18:28: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:18:29: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:18:30: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:18:30: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:18:32: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:18:53: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:18:55: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:18:55: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:18:56: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:18:57: ||| MESSAGE ||| ==== Count ==>31
2013-3-1 18:18:57: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:18:58: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:19:00: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:19:01: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:19:02: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:19:02: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:19:04: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:19:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:19:07: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:19:29: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:19:31: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:19:31: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:19:32: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:19:33: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:19:33: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:19:35: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:19:57: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:19:58: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:19:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:20:00: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:20:00: ||| MESSAGE ||| ==== Count ==>32
2013-3-1 18:20:00: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:20:01: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:20:03: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:20:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:20:05: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:20:06: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:20:08: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:20:08: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:20:10: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:20:31: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:20:32: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:20:32: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:20:34: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:20:34: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:20:34: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:20:36: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:20:58: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:20:59: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:20:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:21:00: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:21:01: ||| MESSAGE ||| ==== Count ==>33
2013-3-1 18:21:01: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:21:02: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:21:04: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:21:05: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:21:06: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:21:06: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:21:08: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:21:09: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:21:11: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:21:32: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:21:33: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:21:33: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:21:35: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:21:35: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:21:35: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:21:37: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:21:57: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:21:59: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:21:59: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:22:00: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:22:01: ||| MESSAGE ||| ==== Count ==>34
2013-3-1 18:22:01: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:22:02: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:22:04: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:22:05: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:22:06: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:22:06: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:22:08: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:22:09: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:22:11: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:22:33: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:22:34: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:22:34: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:22:36: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:22:36: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:22:36: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:22:38: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:23:00: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:23:01: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:23:02: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:23:03: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:23:03: ||| MESSAGE ||| ==== Count ==>35
2013-3-1 18:23:03: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:23:04: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:23:07: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:23:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:23:09: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:23:09: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:23:11: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:23:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:23:14: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:23:34: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:23:35: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:23:35: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:23:37: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:23:37: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:23:37: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:23:39: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:24:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:24:02: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:24:03: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:24:04: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:24:04: ||| MESSAGE ||| ==== Count ==>36
2013-3-1 18:24:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:24:05: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:24:07: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:24:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:24:09: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:24:10: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:24:12: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:24:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:24:14: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:24:34: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:24:35: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:24:35: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:24:37: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:24:37: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:24:38: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:24:40: ||| MESSAGE ||| wait_for_image(20130226151619.bmp,20);
2013-3-1 18:25:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:25:02: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:25:02: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:25:03: ||| MESSAGE ||| press_keys(<RightMost>);
2013-3-1 18:25:04: ||| MESSAGE ||| ==== Count ==>37
2013-3-1 18:25:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:25:05: ||| MESSAGE ||| wait_for_androidtext(Contacts,20);
2013-3-1 18:25:07: ||| MESSAGE ||| press_keys(<DownArrow><DownArrow>);
2013-3-1 18:25:08: ||| MESSAGE ||| Sleep(1000);
2013-3-1 18:25:09: ||| MESSAGE ||| press_keys(<Ok>);
2013-3-1 18:25:10: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:25:12: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:25:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:25:14: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:25:36: ||| MESSAGE ||| save_screen(Call_failed.bmp,0);
2013-3-1 18:25:37: ||| MESSAGE ||| Call_failed.bmp have been saved 
2013-3-1 18:25:37: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:25:39: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:25:39: ||| MESSAGE ||| Tap(88,899);
2013-3-1 18:25:40: ||| MESSAGE ||| Sleep(2000);
