2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell service call window 1 i32 8888 
2013-3-1 18:38:33: Result: Parcel(00000000 00000000   '........')
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:4408  tcp:8888 
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 forward tcp:2408  tcp:1324 
2013-3-1 18:38:33: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>adb -s P893A21 shell am broadcast -a AgentServiceStart --ei port 1324 --ei width 960 --ei height 540 --ei delay 0 --ei bpp 2 
2013-3-1 18:38:34: Broadcasting: Intent { act=AgentServiceStart (has extras) }
2013-3-1 18:38:34: Broadcast completed: result=0
2013-3-1 18:38:34: C:\Documents and Settings\ZTE\Desktop\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1for challenger by zhaolei 0124\EasyTest2.0.4.1\WinOutPut\Utility\adb>pause
2013-3-1 18:38:34: Press any key to continue . . . 
2013-3-1 18:38:41: compile successfully, ready to run:
2013-3-1 18:38:41: ||| MESSAGE ||| BaseMo phone connecting.......
2013-3-1 18:51:16: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:51:25: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:51:25: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:51:30: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:51:32: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:51:36: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:51:38: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:51:38: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:51:40: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:51:42: ||| MESSAGE ||| ==== Count ==>23
2013-3-1 18:51:42: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:51:45: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:51:48: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:51:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:51:50: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:51:59: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:51:59: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:52:04: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:52:07: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:52:11: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:52:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:52:12: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:52:15: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:52:17: ||| MESSAGE ||| ==== Count ==>24
2013-3-1 18:52:17: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:52:19: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:52:22: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:52:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:52:24: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:52:34: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:52:34: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:52:39: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:52:41: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:52:45: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:52:46: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:52:47: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:52:49: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:52:51: ||| MESSAGE ||| ==== Count ==>25
2013-3-1 18:52:51: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:52:53: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:52:56: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:52:56: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:52:58: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:53:07: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:53:07: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:53:12: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:53:15: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:53:19: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:53:20: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:53:20: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:53:23: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:53:25: ||| MESSAGE ||| ==== Count ==>26
2013-3-1 18:53:25: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:53:27: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:53:30: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:53:30: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:53:32: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:53:41: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:53:41: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:53:46: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:53:49: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:53:53: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:53:54: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:53:55: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:53:57: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:53:59: ||| MESSAGE ||| ==== Count ==>27
2013-3-1 18:53:59: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:54:01: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:54:04: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:54:04: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:54:06: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:54:15: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:54:15: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:54:20: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:54:23: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:54:27: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:54:28: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:54:29: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:54:31: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:54:33: ||| MESSAGE ||| ==== Count ==>28
2013-3-1 18:54:33: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:54:35: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:54:38: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:54:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:54:41: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:54:50: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:54:50: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:54:55: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:54:57: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:55:01: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:55:02: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:55:03: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:55:05: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:55:07: ||| MESSAGE ||| ==== Count ==>29
2013-3-1 18:55:07: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:55:09: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:55:12: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:55:13: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:55:15: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:55:24: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:55:24: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:55:29: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:55:31: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:55:35: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:55:36: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:55:37: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:55:39: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:55:41: ||| MESSAGE ||| ==== Count ==>30
2013-3-1 18:55:41: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:55:43: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:55:46: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:55:47: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:55:49: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:55:58: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:55:58: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:56:03: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:56:05: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:56:09: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:56:11: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:56:11: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:56:13: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:56:15: ||| MESSAGE ||| ==== Count ==>31
2013-3-1 18:56:15: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:56:18: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:56:21: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:56:21: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:56:23: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:56:32: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:56:32: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:56:37: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:56:39: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:56:43: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:56:45: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:56:45: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:56:48: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:56:50: ||| MESSAGE ||| ==== Count ==>32
2013-3-1 18:56:50: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:56:52: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:56:55: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:56:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:56:57: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:57:06: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:57:06: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:57:11: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:57:14: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:57:18: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:57:19: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:57:20: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:57:22: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:57:24: ||| MESSAGE ||| ==== Count ==>33
2013-3-1 18:57:24: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:57:26: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:57:29: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:57:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:57:31: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:57:40: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:57:40: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:57:45: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:57:48: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:57:52: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:57:53: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:57:54: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:57:56: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:57:58: ||| MESSAGE ||| ==== Count ==>34
2013-3-1 18:57:58: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:58:00: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:58:03: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:58:03: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:58:05: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:58:14: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:58:14: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:58:19: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:58:22: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:58:26: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:58:27: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:58:28: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:58:30: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:58:32: ||| MESSAGE ||| ==== Count ==>35
2013-3-1 18:58:32: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:58:34: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:58:37: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:58:38: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:58:40: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:58:49: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:58:49: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:58:54: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:58:56: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:59:00: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:59:01: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:59:02: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:59:04: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:59:06: ||| MESSAGE ||| ==== Count ==>36
2013-3-1 18:59:06: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:59:08: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:59:11: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:59:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:59:14: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:59:23: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:59:23: ||| MESSAGE ||| Sleep(5000);
2013-3-1 18:59:28: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 18:59:30: ||| MESSAGE ||| Sleep(4000);
2013-3-1 18:59:34: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 18:59:35: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 18:59:36: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 18:59:38: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:59:40: ||| MESSAGE ||| ==== Count ==>37
2013-3-1 18:59:40: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 18:59:42: ||| MESSAGE ||| Sleep(3000);
2013-3-1 18:59:45: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 18:59:46: ||| MESSAGE ||| Sleep(2000);
2013-3-1 18:59:48: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 18:59:57: ||| MESSAGE ||| Make call :successful!
2013-3-1 18:59:57: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:00:02: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:00:04: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:00:08: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:00:09: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:00:10: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:00:12: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:00:14: ||| MESSAGE ||| ==== Count ==>38
2013-3-1 19:00:14: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:00:16: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:00:19: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:00:20: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:00:22: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:00:31: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:00:31: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:00:36: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:00:38: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:00:42: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:00:43: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:00:44: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:00:46: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:00:48: ||| MESSAGE ||| ==== Count ==>39
2013-3-1 19:00:48: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:00:50: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:00:53: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:00:55: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:00:57: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:01:06: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:01:06: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:01:11: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:01:13: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:01:17: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:01:18: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:01:19: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:01:21: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:01:23: ||| MESSAGE ||| ==== Count ==>40
2013-3-1 19:01:23: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:01:25: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:01:28: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:01:29: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:01:31: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:01:40: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:01:40: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:01:45: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:01:47: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:01:51: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 19:01:53: ||| MESSAGE ||| Sleep(1000);
2013-3-1 19:01:54: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:01:54: ||| MESSAGE ||| Sleep(1000);
2013-3-1 19:01:55: ||| MESSAGE ||| navigate_to(Setting,Android);
2013-3-1 19:01:58: ||| MESSAGE ||| Sleep(1000);
2013-3-1 19:01:59: ||| MESSAGE ||| Tap_AndroidStr(networks);
2013-3-1 19:02:01: ||| MESSAGE ||| Sleep(1000);
2013-3-1 19:02:02: ||| MESSAGE ||| Tap_AndroidStr(Mode);
2013-3-1 19:02:04: ||| MESSAGE ||| Sleep(1000);
2013-3-1 19:02:05: ||| MESSAGE ||| Tap(460,619);
2013-3-1 19:02:05: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:02:10: ||| MESSAGE ||| CampToNetwork: 3G
2013-3-1 19:02:10: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost><RightMost>);
2013-3-1 19:02:12: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:02:12: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:02:14: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:02:14: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:02:16: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:02:18: ||| MESSAGE ||| ==== Count ==>41
2013-3-1 19:02:18: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:02:20: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:02:23: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:02:24: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:02:26: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:02:35: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:02:35: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:02:40: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:02:42: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:02:46: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:02:48: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:02:48: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:02:50: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:02:52: ||| MESSAGE ||| ==== Count ==>42
2013-3-1 19:02:52: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:02:54: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:02:57: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:02:58: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:03:00: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:03:09: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:03:09: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:03:14: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:03:16: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:03:20: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:03:22: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:03:22: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:03:24: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:03:26: ||| MESSAGE ||| ==== Count ==>43
2013-3-1 19:03:26: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:03:28: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:03:31: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:03:32: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:03:34: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:03:43: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:03:43: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:03:48: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:03:50: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:03:54: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:03:56: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:03:56: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:03:58: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:04:00: ||| MESSAGE ||| ==== Count ==>44
2013-3-1 19:04:00: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:04:03: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:04:06: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:04:06: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:04:08: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:04:17: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:04:17: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:04:22: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:04:24: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:04:28: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:04:30: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:04:30: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:04:32: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:04:34: ||| MESSAGE ||| ==== Count ==>45
2013-3-1 19:04:34: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:04:37: ||| MESSAGE ||| Sleep(3000);
2013-3-1 19:04:40: ||| MESSAGE ||| press_keys(<Send>);
2013-3-1 19:04:40: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:04:42: ||| MESSAGE ||| wait_for_image(20130302134846.bmp,20);
2013-3-1 19:04:51: ||| MESSAGE ||| Make call :successful!
2013-3-1 19:04:51: ||| MESSAGE ||| Sleep(5000);
2013-3-1 19:04:56: ||| MESSAGE ||| Tap_AndroidStr(End);
2013-3-1 19:04:59: ||| MESSAGE ||| Sleep(4000);
2013-3-1 19:05:03: ||| MESSAGE ||| press_keys(<RightMost><RightMost><RightMost>);
2013-3-1 19:05:04: ||| MESSAGE ||| press_keys(<Home>);
2013-3-1 19:05:04: ||| MESSAGE ||| navigate_to(CallLog,Android);
2013-3-1 19:05:07: ||| MESSAGE ||| Sleep(2000);
2013-3-1 19:05:09: ||| MESSAGE ||| ==== Count ==>46
2013-3-1 19:05:09: ||| MESSAGE ||| Tap_AndroidStr(580-7887);
2013-3-1 19:05:11: ||| MESSAGE ||| Sleep(3000);
